iata; name; city; state; country; latitude; longitude; x; y; priority
2M3; Sallisaw Municipal; Sallisaw; OK; USA; 35.438168; -94.80278; 0.57586133; 0.38988674; 2
2M4; G. V. Montgomery; Forest; MS; USA; 32.353477; -89.48868; 0.6693905; 0.28736383; 2
2M8; Charles W. Baker; Millington; TN; USA; 35.278976; -89.93147; 0.6577667; 0.3895377; 2
2O1; Gansner; Quincy; CA; USA; 39.94378; -120.9469; 0.16637538; 0.63569486; 2
2O3; Angwin-Parrett; Angwin; CA; USA; 38.578518; -122.43526; 0.13586327; 0.5998385; 2
2O6; Chowchilla; Chowchilla; CA; USA; 37.112446; -120.24684; 0.16206706; 0.53400636; 2
2O7; Independence; Independence; CA; USA; 36.81382; -118.20509; 0.19313443; 0.5100597; 2
2O8; Hinton Municipal; Hinton; OK; USA; 35.505924; -98.34236; 0.5164918; 0.3928845; 2
2P2; Washington Island; Washington Island; WI; USA; 45.386208; -86.924484; 0.6880018; 0.7514699; 2
2Q3; Yolo Co-Davis/Woodland/Winters; Davis/Woodland/Winters; CA; USA; 38.57907; -121.85663; 0.14482689; 0.5955939; 2
2R0; Waynesboro Municipal; Waynesboro; MS; USA; 31.645994; -88.63476; 0.6854072; 0.26436472; 2
2R4; Peter Prince; Milton; FL; USA; 30.63762; -86.99365; 0.71620417; 0.23326874; 2
2R5; St Elmo; St Elmo; AL; USA; 30.50191; -88.275116; 0.6936605; 0.22513092; 2
2R9; Karnes County; Kenedy; TX; USA; 28.825008; -97.865585; 0.521747; 0.15746814; 2
2S1; Vashon Municipal; Vashon; WA; USA; 47.458153; -122.47735; 0.1861809; 0.9005605; 2
2S6; Sportsman Airpark; Newberg; OR; USA; 45.295673; -122.955376; 0.16714334; 0.8311748; 2
2S7; Chiloquin State; Chiloquin; OR; USA; 42.58319; -121.87613; 0.16709322; 0.7320081; 2
2S8; Wilbur; Wilbur; WA; USA; 47.75321; -118.7439; 0.23865525; 0.8877485; 2
2T1; Muleshoe Municipal; Muleshoe; TX; USA; 34.185135; -102.6411; 0.44255897; 0.3520732; 2
2V1; Stevens; Pagosa Springs; CO; USA; 37.277504; -107.05588; 0.37510014; 0.47245967; 2
2V2; Vance Brand; Longmont; CO; USA; 40.16367; -105.16304; 0.41175547; 0.5685338; 2
2V5; Wray Municipal; Wray; CO; USA; 40.100323; -102.24096; 0.45751193; 0.56002253; 2
2V6; Yuma Municipal; Yuma; CO; USA; 40.104153; -102.71299; 0.45009813; 0.5610113; 2
2W5; Maryland; Indian Head; MD; USA; 38.600536; -77.07297; 0.85822034; 0.5524718; 2
2W6; Captain Walter Francis Duke Regional; Leonardtown; MD; USA; 38.31536; -76.55011; 0.86767644; 0.5454359; 2
2Y3; Yakutat SPB; Yakutat; AK; USA; 59.562477; -139.7411; 0.24006842; 0.12392074; 2
2Y4; Rockwell City Municipal; Rockwell City; IA; USA; 42.38748; -94.618034; 0.5768428; 0.6356164; 2
31F; Gaines County; Seminole; TX; USA; 32.675354; -102.65269; 0.4401521; 0.29896516; 2
32M; Norfolk; Norfolk; MA; USA; 42.127876; -71.37034; 0.92859215; 0.7080946; 2
32S; Stevensville; Stevensville; MT; USA; 46.525112; -114.0528; 0.2983743; 0.82200336; 2
33J; Geneva Municipal; Geneva; AL; USA; 31.055277; -85.88033; 0.7350406; 0.2512231; 2
33M; Water Valley; Water Valley; MS; USA; 34.166775; -89.686195; 0.6634306; 0.35078537; 2
33N; Delaware Airpark; Dover; DE; USA; 39.218376; -75.59643; 0.8787032; 0.5820526; 2
33S; Pru; Ritzville; WA; USA; 47.12487; -118.39275; 0.2404298; 0.8645135; 2
34A; Laurens County; Laurens; SC; USA; 34.507057; -81.9472; 0.7936496; 0.38647234; 2
35A; Union County, Troy Shelton; Union; SC; USA; 34.686802; -81.64121; 0.7982233; 0.39405435; 2
35D; Padgham; Allegan; MI; USA; 42.530983; -85.825134; 0.71032554; 0.65437853; 2
35S; Wasco State; Wasco; OR; USA; 45.589443; -120.674164; 0.20082217; 0.8260489; 2
36K; Lakin; Lakin; KS; USA; 37.969463; -101.25545; 0.4705391; 0.483181; 2
36S; Happy Camp; Happy Camp; CA; USA; 41.79068; -123.38895; 0.14027087; 0.71592885; 2
36U; Heber City Municipal/Russ McDonald; Heber; UT; USA; 40.481804; -111.4288; 0.3150462; 0.6010784; 2
37T; Calico Rock-Izard County; Calico Rock; AR; USA; 36.165653; -92.14523; 0.61983025; 0.41758585; 2
37W; Harnett County; Erwin; NC; USA; 35.3788; -78.73363; 0.8442035; 0.43186378; 2
38A; Shaktoolik; Shaktoolik; AK; USA; 64.36263; -161.20253; 0.16551596; 0.1755966; 2
38S; Deer Lodge-City-County; Deer Lodge; MT; USA; 46.388817; -112.76698; 0.31601351; 0.8116518; 2
38U; Wayne Wonderland; Loa; UT; USA; 38.36248; -111.596016; 0.3051973; 0.5278481; 2
39N; Princeton; Princeton; NJ; USA; 40.39835; -74.6576; 0.88780594; 0.62822986; 2
3A0; Grove Hill Municipal; Grove Hill; AL; USA; 31.689323; -87.76139; 0.7006651; 0.26801056; 2
3A1; Folsom; Cullman; AL; USA; 34.268707; -86.85834; 0.7113205; 0.3609748; 2
3A2; New Tazewell Municipal; Tazewell; TN; USA; 36.410084; -83.55546; 0.7613813; 0.4467653; 2
3A3; Anson County; Wadesboro; NC; USA; 35.023975; -80.081276; 0.82315105; 0.41287065; 2
3AU; Augusta Municipal; Augusta; KS; USA; 37.671627; -97.07787; 0.538208; 0.46883762; 2
3B0; Southbridge Municipal; Southbridge; MA; USA; 42.10093; -72.03841; 0.9188383; 0.7028147; 2
3B1; Greenville Municipal; Greenville; ME; USA; 45.463028; -69.55161; 0.93631786; 0.8333521; 2
3B2; Marshfield; Marshfield; MA; USA; 42.09824; -70.67212; 0.9390767; 0.711767; 2
3B9; Chester; Chester; CT; USA; 41.383904; -72.5059; 0.91557485; 0.67529213; 2
3BS; Jack Barstow; Midland; MI; USA; 43.662914; -84.26132; 0.73105335; 0.69856364; 2
3CK; Lake In The Hills; Lake In The Hills; IL; USA; 42.206802; -88.323044; 0.6730252; 0.6369728; 2
3CM; James Clements Municipal; Bay City; MI; USA; 43.546917; -83.8955; 0.7367945; 0.6956693; 2
3CU; Cable Union; Cable; WI; USA; 46.19425; -91.24641; 0.62426686; 0.7719953; 2
3D2; Ephraim/Gibraltar; Ephraim; WI; USA; 45.135357; -87.18587; 0.6846875; 0.74210864; 2
3D4; Frankfort Dow Memorial; Frankfort; MI; USA; 44.625065; -86.20062; 0.70014304; 0.7266739; 2
3F3; De Soto Parish; Mansfield; LA; USA; 32.07346; -93.76552; 0.59492373; 0.2717144; 2
3F4; Vivian; Vivian; LA; USA; 32.861332; -94.010155; 0.5902928; 0.29930568; 2
3F7; Jones Memorial; Bristow; OK; USA; 35.806854; -96.42185; 0.54872125; 0.40273416; 2
3FM; Fremont Municipal; Fremont; MI; USA; 43.438904; -85.99478; 0.7057643; 0.6857295; 2
3FU; Faulkton Municipal; Faulkton; SD; USA; 45.031918; -99.11566; 0.51006836; 0.7296586; 2
3G3; Wadsworth Municipal; Wadsworth; OH; USA; 41.001583; -81.755135; 0.77653426; 0.6143774; 2
3G4; Ashland County; Ashland; OH; USA; 40.902973; -82.25564; 0.76913035; 0.60900414; 2
3G7; Williamson/Sodus; Williamson; NY; USA; 43.234722; -77.12097; 0.8383032; 0.7126788; 2
3GM; Grand Haven Memorial Airpark; Grand Haven; MI; USA; 43.034046; -86.198166; 0.70359683; 0.6710113; 2
3I2; Mason County; Point Pleasant; WV; USA; 38.91464; -82.09859; 0.7776292; 0.5400487; 2
3I7; Phillipsburg; Phillipsburg; OH; USA; 39.91344; -84.40031; 0.73854405; 0.5668005; 2
3J1; Ridgeland; Ridgeland; SC; USA; 32.492687; -80.99233; 0.81631213; 0.32045382; 2
3J7; Greene County Airpark; Greensboro; GA; USA; 33.597668; -83.139; 0.7761733; 0.34984374; 2
3JC; Freeman; Junction City; KS; USA; 39.043274; -96.843285; 0.5422849; 0.5172993; 2
3K3; Syracuse-Hamilton County Municipal; Syracuse; KS; USA; 37.99168; -101.746284; 0.46261665; 0.48474216; 2
3K6; St Louis-Metro East; Troy/Marine/St. Louis; IL; USA; 38.73291; -89.806564; 0.6551439; 0.511679; 2
3K7; Mark Hoard Memorial; Leoti; KS; USA; 38.456963; -101.35322; 0.46953124; 0.5005511; 2
3LC; Logan County; Lincoln; IL; USA; 40.158474; -89.33497; 0.6606033; 0.5628375; 2
3LF; Litchfield Municipal; Litchfield; IL; USA; 39.16635; -89.6749; 0.6566487; 0.5272131; 2
3M7; Lafayette Municipal; Lafayette; TN; USA; 36.518375; -86.05828; 0.7199615; 0.44236058; 2
3M8; North Pickens; Reform; AL; USA; 33.389008; -88.00558; 0.69339603; 0.3270679; 2
3M9; Warren Municipal; Warren; AR; USA; 33.560444; -92.08539; 0.62307245; 0.3256899; 2
3MY; Mt. Hawley Auxiliary; Peoria; IL; USA; 40.795258; -89.6134; 0.65533406; 0.5847872; 2
3N6; Old Bridge; Old Bridge; NJ; USA; 40.329887; -74.34679; 0.8928824; 0.62771595; 2
3N8; Mahnomen County; Mahnomen; MN; USA; 47.25996; -95.9281; 0.55678725; 0.80630827; 2
3ND0; Northwood Municipal; Northwood; ND; USA; 47.72423; -97.59042; 0.53337055; 0.822787; 2
3O1; Gustine; Gustine; CA; USA; 37.26272; -120.96326; 0.15151803; 0.5442155; 2
3O3; Municipal; Purcell; OK; USA; 34.979794; -97.385864; 0.5323675; 0.3737607; 2
3O4; Sayre Municipal; Sayre; OK; USA; 35.167553; -99.657875; 0.49416974; 0.38210672; 2
3O5; Walters Municipal; Walters; OK; USA; 34.372585; -98.40588; 0.5148256; 0.35289592; 2
3O7; Hollister Municipal; Hollister; CA; USA; 36.893345; -121.41027; 0.14240313; 0.53484535; 2
3O9; Grand Lake Regional; Afton; OK; USA; 36.577576; -94.8619; 0.5745829; 0.43015468; 2
3R0; Beeville Municipal; Beeville; TX; USA; 28.364555; -97.79208; 0.52290714; 0.1413284; 2
3R1; Bay City Municipal; Bay City; TX; USA; 28.973255; -95.86346; 0.55825317; 0.16209537; 2
3R2; Le Gros Memorial; Crowley; LA; USA; 30.161736; -92.48396; 0.61884725; 0.20570642; 2
3R4; Hart; Many; LA; USA; 31.544897; -93.48645; 0.60010475; 0.2533241; 2
3R7; Jennings; Jennings; LA; USA; 30.242693; -92.67345; 0.61539024; 0.20833921; 2
3S4; Illinois Valley; Illinois Valley (Cave Junction); OR; USA; 42.103725; -123.68229; 0.13782841; 0.72868395; 2
3S8; Grants Pass; Grants Pass; OR; USA; 42.510117; -123.38799; 0.1445638; 0.74025685; 2
3S9; Condon State-Pauling; Condon; OR; USA; 45.246517; -120.16642; 0.20617321; 0.8112531; 2
3SG; Harry W Browne; Saginaw - H.Browne; MI; USA; 43.43341; -83.86246; 0.7375878; 0.69181246; 2
3SQ; St Charles; St Charles; MO; USA; 38.84866; -90.50012; 0.6438883; 0.5146131; 2
3T3; Boyceville Municipal; Boyceville; WI; USA; 45.042187; -92.02935; 0.6139916; 0.73080647; 2
3T5; Fayette Regional Air Center; La Grange; TX; USA; 29.909306; -96.9505; 0.53865874; 0.19502878; 2
3TR; Jerry Tyler Memorial; Niles; MI; USA; 41.835907; -86.225174; 0.705764; 0.62891203; 2
3U3; Bowman; Anaconda; MT; USA; 46.153133; -112.86784; 0.31372365; 0.8039723; 2
3U7; Benchmark; Benchmark; MT; USA; 47.48133; -112.86977; 0.31855074; 0.8496012; 2
3U8; Big Sandy; Big Sandy; MT; USA; 48.16248; -110.113266; 0.3590768; 0.8623662; 2
3V4; Fort Morgan Municipal; Fort Morgan; CO; USA; 40.334232; -103.80395; 0.43335685; 0.5713283; 2
3WO; Shawano Municipal; Shawano; WI; USA; 44.787777; -88.56152; 0.6651769; 0.72704965; 2
3Y2; George L Scott Municipal; West Union; IA; USA; 42.98509; -91.7906; 0.61938995; 0.65880007; 2
3Y3; Winterset Madison County; Winterset; IA; USA; 41.362766; -94.021065; 0.58639234; 0.59973085; 2
3Z9; Haines SPB; Haines; AK; USA; 59.23495; -135.44072; 0.2560349; 0.12655461; 2
40J; Perry-Foley; Perry; FL; USA; 30.069279; -83.58058; 0.7782471; 0.2250346; 2
40N; Chester Cty-G O Carlson; Coatesville; PA; USA; 39.978973; -75.86547; 0.87115407; 0.6068195; 2
40U; Manila; Manila; UT; USA; 40.98607; -109.67848; 0.3436699; 0.61166096; 2
41U; Manti-Ephraim; Manti; UT; USA; 39.32913; -111.61464; 0.3082185; 0.5616673; 2
42A; Melbourne Municipal; Melbourne; AR; USA; 36.070793; -91.82915; 0.6251674; 0.4146083; 2
42C; White Cloud; White Cloud; MI; USA; 43.559742; -85.774216; 0.7087873; 0.69055176; 2
42J; Keystone Airpark; Keystone Heights; FL; USA; 29.84475; -82.04753; 0.80620664; 0.22366524; 2
42S; Poplar; Poplar; MT; USA; 48.11596; -105.18219; 0.42743483; 0.84654534; 2
43A; Montgomery County; Star; NC; USA; 35.388195; -79.792816; 0.8266537; 0.42693686; 2
44B; Dover/Foxcroft; Dover-Foxcroft; ME; USA; 45.183388; -69.23283; 0.9423997; 0.8261001; 2
44N; Sky Acres; Millbrook; NY; USA; 41.707428; -73.73803; 0.8954885; 0.678742; 2
45J; Rockingham-Hamlet; Rockingham; NC; USA; 34.89107; -79.759056; 0.8289847; 0.40978616; 2
45OH; North Bass Island; North Bass Island; OH; USA; 41.719326; -82.82197; 0.75803274; 0.63545907; 2
45R; Kountz - Hawthorne; Kountze/Silsbee; TX; USA; 30.336338; -94.257545; 0.5869669; 0.21034873; 2
46A; Blairsville; Blairsville; GA; USA; 34.855087; -83.99686; 0.75823545; 0.3906479; 2
46D; Carrington Municipal; Carrington; ND; USA; 47.45111; -99.15111; 0.5112116; 0.814211; 2
46N; Sky Park; Red Hook; NY; USA; 41.984585; -73.83597; 0.8926803; 0.68767035; 2
47A; Cherokee County; Canton; GA; USA; 34.310585; -84.42392; 0.7524543; 0.37005; 2
47J; Cheraw Municipal; Cheraw; SC; USA; 34.71258; -79.95795; 0.8262993; 0.40261167; 2
47N; Central Jersey Regional; Manville; NJ; USA; 40.524384; -74.59839; 0.8881215; 0.63292146; 2
47V; Curtis Municipal; Curtis; NE; USA; 40.63751; -100.47125; 0.48587868; 0.5763428; 2
48A; Cochran; Cochran; GA; USA; 32.39936; -83.27592; 0.7771863; 0.3074394; 2
48D; Clare Municipal; Clare; MI; USA; 43.831112; -84.74133; 0.72350514; 0.70297796; 2
48I; Braxton County; Sutton; WV; USA; 38.687046; -80.651764; 0.8012965; 0.53808916; 2
48K; Ness City Municipal; Ness City; KS; USA; 38.471104; -99.908066; 0.49280813; 0.4991386; 2
48S; Harlem; Harlem; MT; USA; 48.566666; -108.772934; 0.37875247; 0.8718082; 2
48V; Tri-County; Erie; CO; USA; 40.010223; -105.04797; 0.41325244; 0.56284106; 2
49A; Gilmer County; Ellijay; GA; USA; 34.627865; -84.524925; 0.74994576; 0.38082385; 2
49T; Downtown Heliport; Dallas; TX; USA; 32.773335; -96.80028; 0.5418657; 0.29569304; 2
49X; Chemehuevi Valley; Chemehuevi Valley; CA; USA; 34.52751; -114.43107; 0.24467304; 0.4085042; 2
49Y; Fillmore County; Preston; MN; USA; 43.67676; -92.17973; 0.6129312; 0.6827166; 2
4A2; Atmautluak; Atmautluak; AK; USA; 60.866745; -162.27313; 0.15900406; 0.1335988; 2
4A4; Cornelius-Moore; Cedartown; GA; USA; 34.018696; -85.14647; 0.74092937; 0.35736847; 2
4A5; Marshall-Searcy County; Marshall; AR; USA; 35.898937; -92.65588; 0.61154425; 0.4076181; 2
4A6; Scottsboro Municipal; Scottsboro; AL; USA; 34.688972; -86.00581; 0.72485155; 0.37819803; 2
4A7; Clayton County; Hampton; GA; USA; 33.38911; -84.33236; 0.7563647; 0.33809096; 2
4A9; Isbell; Fort Payne; AL; USA; 34.472893; -85.72221; 0.73011965; 0.37147242; 2
4B0; South Albany; South Bethlehem; NY; USA; 42.560726; -73.833954; 0.88992417; 0.7074548; 2
4B1; Duanesburg; Duanesburg; NY; USA; 42.758408; -74.132904; 0.88455504; 0.71248; 2
4B6; Ticonderoga Muni; Ticonderoga; NY; USA; 43.877003; -73.41318; 0.889675; 0.7550263; 2
4B7; Schroon Lake; Schroon Lake; NY; USA; 43.86256; -73.74263; 0.8849646; 0.75259495; 2
4B8; Robertson; Plainville; CT; USA; 41.690376; -72.86482; 0.90864074; 0.68352056; 2
4B9; Simsbury Tri-Town; Simsbury; CT; USA; 41.916763; -72.77732; 0.90880215; 0.69182265; 2
4C8; Albia Municipal; Albia; IA; USA; 40.994453; -92.76297; 0.60611856; 0.5876293; 2
4D0; Abrams Municipal; Grandledge; MI; USA; 42.7742; -84.7331; 0.72623825; 0.6660463; 2
4D9; Alma Municipal; Alma; NE; USA; 40.1139; -99.34565; 0.5030776; 0.55662584; 2
4F2; Panola County-Sharpe; Carthage; TX; USA; 32.176083; -94.298805; 0.58554137; 0.27500135; 2
4F4; Gilmer-Upshur County; Gilmer; TX; USA; 32.699; -94.94886; 0.574044; 0.29314488; 2
4G1; Greenville Muni; Greenville; PA; USA; 41.44683; -80.39126; 0.7959644; 0.63548625; 2
4G2; Hamburg Inc.; Hamburg; NY; USA; 42.700893; -78.91476; 0.8137584; 0.6856052; 2
4G5; Monroe County; Woodsfield; OH; USA; 39.779045; -81.102776; 0.7905649; 0.57430625; 2
4G6; Hornell Muni; Hornell; NY; USA; 42.382145; -77.68211; 0.8334254; 0.6804161; 2
4G7; Fairmont Muni; Fairmont; WV; USA; 39.448166; -80.16703; 0.80633175; 0.56678474; 2
4I0; Mingo County; Williamson; WV; USA; 37.687603; -82.26097; 0.7787654; 0.4964533; 2
4I3; Knox County; Mount Vernon; OH; USA; 40.328724; -82.52378; 0.76669735; 0.58790815; 2
4I7; Putnam County; Greencastle; IN; USA; 39.633595; -86.813835; 0.7012148; 0.5499369; 2
4I9; Morrow County; Mt. Gilead; OH; USA; 40.52453; -82.85005; 0.76105726; 0.5935571; 2
4J1; Brantley County; Nahunta; GA; USA; 31.212725; -81.90539; 0.8045294; 0.27180535; 2
4J2; Berrien County; Nashville; GA; USA; 31.212555; -83.22628; 0.78136486; 0.26624262; 2
4J5; Quitman-Brooks County; Quitman; GA; USA; 30.805752; -83.58655; 0.77614343; 0.25064576; 2
4J6; St Marys; St Marys; GA; USA; 30.75468; -81.55732; 0.8120713; 0.2574482; 2
4K0; Pedro Bay; Pedro Bay; AK; USA; 59.789608; -154.12384; 0.1876659; 0.11727935; 2
4K5; Ouzinkie; Ouzinkie; AK; USA; 57.922874; -152.5005; 0.19389263; 0.09441787; 2
4K6; Bloomfield Municipal; Bloomfield; IA; USA; 40.732105; -92.42827; 0.611529; 0.5786805; 2
4KA; Tununak; Tununak; AK; USA; 60.575596; -165.27313; 0.1481758; 0.13268244; 2
4M1; Carroll County; Berryville; AR; USA; 36.383404; -93.61686; 0.5952654; 0.4239316; 2
4M3; Carlisle Municipal; Carlisle; AR; USA; 34.80823; -91.71205; 0.62830853; 0.37017006; 2
4M4; Clinton Municipal; Clinton; AR; USA; 35.597855; -92.45183; 0.615182; 0.39718837; 2
4M7; Russellville-Logan County; Russellville; KY; USA; 36.799915; -86.810165; 0.70701367; 0.45016587; 2
4M8; Clarendon Municipal; Clarendon; AR; USA; 34.64871; -91.39457; 0.63383734; 0.36496454; 2
4M9; Corning Municipal; Corning; AR; USA; 36.404232; -90.64793; 0.6444099; 0.42804193; 2
4N1; Greenwood Lake; West Milford; NJ; USA; 41.128548; -74.34585; 0.8891154; 0.655215; 2
4O3; Blackwell-Tonkawa Municipal; Blackwell-Tonkawa; OK; USA; 36.745117; -97.3496; 0.5335055; 0.43615764; 2
4O4; McCurtain County Regional; Idabel; OK; USA; 33.909325; -94.85835; 0.57531345; 0.33586353; 2
4O5; Cherokee Municipal; Cherokee; OK; USA; 36.783363; -98.35035; 0.51702046; 0.43805182; 2
4PH; Polacca; Polacca; AZ; USA; 35.79167; -110.42346; 0.3157297; 0.43293428; 2
4R1; I H Bass Jr Memorial; Lumberton; MS; USA; 31.015461; -89.48257; 0.6714106; 0.2404061; 2
4R3; Jackson Municipal; Jackson; AL; USA; 31.472109; -87.89472; 0.69871193; 0.26005656; 2
4R4; Fairhope Municipal; Fairhope; AL; USA; 30.462112; -87.87802; 0.70080274; 0.22473496; 2
4R5; Madeline Island; La Pointe; WI; USA; 46.788654; -90.75867; 0.6306095; 0.79335177; 2
4R7; Eunice; Eunice; LA; USA; 30.466284; -92.4238; 0.6196876; 0.2164557; 2
4R9; Dauphin Island; Dauphin Island; AL; USA; 30.26048; -88.1275; 0.6967055; 0.21704978; 2
4S1; Gold Beach Muni; Gold Beach; OR; USA; 42.413445; -124.42427; 0.128867; 0.7446961; 2
4S2; Hood River; Hood River; OR; USA; 45.67262; -121.53646; 0.18917122; 0.8343789; 2
4S3; Joseph State; Joseph; OR; USA; 45.357098; -117.25323; 0.24807142; 0.79803693; 2
4S9; Portland-Mulino; Mulino (Portland); OR; USA; 45.216324; -122.59008; 0.1718151; 0.8259996; 2
4SD; Reno/Stead; Reno; NV; USA; 39.66738; -119.87542; 0.18129729; 0.61898255; 2
4T6; Mid-Way; Midlothian-Waxahachie; TX; USA; 32.456097; -96.91241; 0.53985417; 0.284544; 2
4U3; Liberty County; Chester; MT; USA; 48.510723; -110.99087; 0.3480706; 0.8774566; 2
4U6; Circle Town County; Circle; MT; USA; 47.41862; -105.56194; 0.42069995; 0.82329774; 2
4V0; Rangely; Rangely; CO; USA; 40.0947; -108.761215; 0.35530257; 0.57710475; 2
4V1; Johnson; Walsenburg; CO; USA; 37.6964; -104.783875; 0.41291937; 0.48068202; 2
4V9; Antelope County; Neligh; NE; USA; 42.11223; -98.03868; 0.5245548; 0.62621295; 2
4W1; Elizabethtown Municipal; Elizabethtown; NC; USA; 34.601837; -78.579735; 0.8497139; 0.40565932; 2
4Z4; Holy Cross; Holy Cross; AK; USA; 62.188297; -159.77495; 0.16860616; 0.1482333; 2
4Z7; Hyder SPB; Hyder; AK; USA; 55.90332; -130.0067; 0.28374022; 0.098929405; 2
50I; Kentland Municipal; Kentland; IN; USA; 40.75873; -87.42822; 0.6893892; 0.58801955; 2
50J; Berkeley County; Moncks Corner; SC; USA; 33.186054; -80.03564; 0.8303454; 0.34911227; 2
50K; Pawnee City Municipal; Pawnee City; NE; USA; 40.11611; -96.19445; 0.5527045; 0.55514586; 2
50R; Lockhart Municipal; Lockhart; TX; USA; 29.850334; -97.67242; 0.525644; 0.19326341; 2
51D; Edgeley Municipal; Edgeley; ND; USA; 46.348583; -98.73556; 0.51642907; 0.77545667; 2
51Z; Minto (New); Minto; AK; USA; 65.14371; -149.36996; 0.20226723; 0.18394274; 2
52A; Madison Municipal; Madison; GA; USA; 33.612125; -83.46044; 0.7706571; 0.34910846; 2
52E; Timberon; Timberon; NM; USA; 32.63389; -105.686386; 0.3874959; 0.30514747; 2
52J; Lee County; Bishopville; SC; USA; 34.2446; -80.2373; 0.8232508; 0.38498032; 2
53A; Dr. C.P. Savage, Sr.; Montezuma; GA; USA; 32.302; -84.00747; 0.7647818; 0.30124617; 2
53K; Osage City Municipal; Osage City; KS; USA; 38.633343; -95.8086; 0.5588449; 0.5027014; 2
54J; Defuniak Springs; Defuniak Springs; FL; USA; 30.7313; -86.15161; 0.73095083; 0.2390492; 2
55D; Grayling Army Airfield; Grayling; MI; USA; 44.68032; -84.72887; 0.7215954; 0.73265123; 2
55J; Fernandina Beach Municipal; Fernandina Beach; FL; USA; 30.6117; -81.46234; 0.8141976; 0.252918; 2
55S; Packwood; Packwood; WA; USA; 46.604; -121.677864; 0.19234766; 0.86669177; 2
56D; Wyandot County; Upper Sandusky; OH; USA; 40.88336; -83.31453; 0.752849; 0.60446346; 2
56M; Warsaw Municipal; Warsaw; MO; USA; 38.34689; -93.34543; 0.5986122; 0.4935702; 2
56S; Seaside Municipal; Seaside; OR; USA; 46.0165; -123.90542; 0.15816905; 0.86199987; 2
57B; Islesboro; Islesboro; ME; USA; 44.302856; -68.91058; 0.952084; 0.7986584; 2
57C; East Troy Municipal; East Troy; WI; USA; 42.79711; -88.3725; 0.6712815; 0.6576184; 2
59B; Newton; Jackman; ME; USA; 45.631992; -70.24729; 0.925618; 0.83441985; 2
5A4; Okolona Mun.-Richard M. Stovall; Okolona; MS; USA; 34.015804; -88.72619; 0.6800125; 0.3474431; 2
5A6; Winona-Montgomery County; Winona; MS; USA; 33.4654; -89.72925; 0.6636657; 0.32600224; 2
5A8; Aleknagik; Aleknagik; AK; USA; 59.282562; -158.61768; 0.17103511; 0.11203915; 2
5A9; Roosevelt Memorial; Warm Springs; GA; USA; 32.933464; -84.68882; 0.75139743; 0.3208866; 2
5B2; Saratoga Cty; Saratoga Springs; NY; USA; 43.05126; -73.86119; 0.8871537; 0.72411525; 2
5B3; Danielson; Danielson; CT; USA; 41.81974; -71.90096; 0.92235273; 0.6940967; 2
5B7; Rensselaer Air Park; Troy; NY; USA; 42.69091; -73.57956; 0.893052; 0.7134337; 2
5CD; Chandalar Shelf; Chandalar Camp; AK; USA; 68.06544; -149.57974; 0.2002189; 0.21948373; 2
5D3; Owosso Community; Owosso; MI; USA; 42.992973; -84.138916; 0.73461366; 0.6755396; 2
5F1; Post-Garza County Municipal; Post; TX; USA; 33.203705; -101.340416; 0.4635513; 0.3151371; 2
